É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2025/08/01 18:39:19

,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹,ïIê‹
1990/1/8,0,8,1,0,8,1,-0.4,8,1,3.3,8,1,-6.5,8,1,,0,,0,1,êºñkêº,8,1,4.9,8,1,140,8,1,2,8,1
1990/1/9,0,8,1,0,8,1,-4.2,8,1,2.5,8,1,-9.6,8,1,,0,,0,1,,1,1,2.6,8,1,122,8,1,5,8,1
1990/1/10,5,8,1,2,8,1,1.4,8,1,11.3,8,1,-5.1,8,1,,0,,0,1,êºìÏêº,8,1,0.6,8,1,117,8,1,3,8,1
1990/1/11,14,8,1,3,8,1,2.1,8,1,5.8,8,1,-0.1,8,1,,0,,0,1,êºìÏêº,8,1,0.0,8,1,101,8,1,3,8,1
1990/1/12,4,8,1,1,8,1,1.1,8,1,5.6,8,1,-3.4,8,1,,0,,0,1,ñkìå,8,1,3.9,8,1,96,8,1,4,8,1
1990/1/13,21,8,1,2,8,1,-2.7,8,1,0.4,8,1,-5.1,8,1,,0,,0,1,êº,8,1,0.0,8,1,129,8,1,41,8,1
1990/1/14,20,8,1,3,8,1,-4.0,8,1,-2.7,8,1,-4.9,8,1,,0,,0,1,ìåìÏìå,8,1,0.0,8,1,153,8,1,44,8,1
1990/1/15,23,8,1,3,8,1,-3.5,8,1,-2.2,8,1,-5.2,8,1,,0,,0,1,êº,8,1,0.0,8,1,177,8,1,30,8,1
1990/1/16,0,8,1,0,8,1,-6.5,8,1,-3.2,8,1,-11.7,8,1,,0,,0,1,ìåñkìå,8,1,0.9,8,1,171,8,1,2,8,1
1990/1/17,3,8,1,1,8,1,-4.9,8,1,-1.6,8,1,-11.4,8,1,,0,,0,1,êºìÏêº,8,1,0.1,8,1,157,8,1,15,8,1
1990/1/18,21,8,1,5,8,1,-1.0,8,1,5.6,8,1,-8.0,8,1,,0,,0,1,êºñkêº,8,1,0.0,8,1,154,8,1,0,8,1
1990/1/19,3,8,1,2,8,1,-0.3,8,1,1.7,8,1,-3.3,8,1,,0,,0,1,ìå,8,1,0.0,8,1,133,8,1,5,8,1
1990/1/20,22,8,1,3,8,1,-5.9,8,1,-3.7,8,1,-8.1,8,1,,0,,0,1,ìå,8,1,0.0,8,1,184,8,1,68,8,1
1990/1/21,11,8,1,4,8,1,-6.7,8,1,-4.0,8,1,-10.4,8,1,,0,,0,1,ñkñkìå,8,1,0.4,8,1,180,8,1,18,8,1
1990/1/22,24,8,1,4,8,1,-2.7,8,1,1.7,8,1,-6.9,8,1,,0,,0,1,ìÏìÏêº,8,1,1.7,8,1,203,8,1,42,8,1
1990/1/23,35,8,1,5,8,1,-8.1,8,1,-5.0,8,1,-16.1,8,1,,0,,0,1,êº,8,1,0.0,8,1,227,8,1,29,8,1
1990/1/24,7,8,1,2,8,1,-7.8,8,1,-5.4,8,1,-11.9,8,1,,0,,0,1,ñkìå,8,1,2.0,8,1,211,8,1,24,8,1
1990/1/25,35,8,1,4,8,1,-7.4,8,1,-6.4,8,1,-8.4,8,1,,0,,0,1,êº,8,1,0.0,8,1,260,8,1,54,8,1
1990/1/26,14,8,1,2,8,1,-7.3,8,1,-6.1,8,1,-8.5,8,1,,0,,0,1,êº,8,1,0.0,8,1,258,8,1,7,8,1
1990/1/27,8,8,1,1,8,1,-6.1,8,1,-4.9,8,1,-6.8,8,1,,0,,0,1,êº,8,1,0.3,8,1,261,8,1,21,8,1
1990/1/28,7,8,1,1,8,1,-5.1,8,1,-3.4,8,1,-7.0,8,1,,0,,0,1,êº,8,1,0.0,8,1,271,8,1,19,8,1
1990/1/29,8,8,1,1,8,1,-5.5,8,1,3.4,8,1,-10.7,8,1,,0,,0,1,ìåñkìå,8,1,0.0,8,1,254,8,1,3,8,1
1990/1/30,17,8,1,5,8,1,-3.4,8,1,3.8,8,1,-6.0,8,1,,0,,0,1,ñkêº,8,1,0.0,8,1,247,8,1,16,8,1
1990/1/31,4,8,1,1,8,1,-5.3,8,1,-3.1,8,1,-6.7,8,1,,0,,0,1,ñkñkêº,8,1,0.3,8,1,254,8,1,12,8,1
1990/2/1,3,8,1,1,8,1,-6.1,8,1,-3.3,8,1,-9.6,8,1,,0,,0,1,ñkìå,8,1,1.1,8,1,234,8,1,2,8,1
1990/2/2,0,8,1,0,8,1,-5.4,8,1,-0.5,8,1,-10.0,8,1,,0,,0,1,ñkìå,8,1,2.5,8,1,228,8,1,1,8,1
1990/2/3,5,8,1,2,8,1,-4.6,8,1,0.4,8,1,-11.9,8,1,,0,,0,1,ìÏêº,8,1,0.5,8,1,221,8,1,9,8,1
1990/2/4,1,8,1,1,8,1,-2.1,8,1,0.3,8,1,-6.9,8,1,,0,,0,1,ñkñkìå,8,1,0.5,8,1,222,8,1,5,8,1
1990/2/5,0,8,1,0,8,1,-2.8,8,1,0.6,8,1,-6.9,8,1,,0,,0,1,ñkìå,8,1,1.6,8,1,215,8,1,3,8,1
1990/2/6,0,8,1,0,8,1,-2.3,8,1,1.8,8,1,-8.1,8,1,,0,,0,1,ñkìå,8,1,2.0,8,1,212,8,1,1,8,1
1990/2/7,1,8,1,1,8,1,0.1,8,1,3.6,8,1,-5.3,8,1,,0,,0,1,ñkìå,8,1,3.8,8,1,209,8,1,4,8,1
1990/2/8,5,8,1,1,8,1,-2.0,8,1,0.4,8,1,-6.1,8,1,,0,,0,1,ñkñkìå,8,1,0.0,8,1,209,8,1,25,8,1
1990/2/9,0,8,1,0,8,1,-4.1,8,1,0.4,8,1,-9.1,8,1,,0,,0,1,ñkêº,8,1,2.1,8,1,206,8,1,10,8,1
1990/2/10,0,8,1,0,8,1,-1.6,8,1,4.2,8,1,-9.4,8,1,,0,,0,1,ìÏìÏìå,8,1,4.0,8,1,203,8,1,2,8,1
1990/2/11,27,8,1,3,8,1,3.6,8,1,6.7,8,1,0.7,8,1,,0,,0,1,ìÏìÏìå,8,1,0.0,8,1,202,8,1,6,8,1
1990/2/12,21,8,1,3,8,1,0.5,8,1,4.8,8,1,-2.1,8,1,,0,,0,1,êºñkêº,8,1,0.0,8,1,210,8,1,25,8,1
1990/2/13,2,8,1,1,8,1,-1.2,8,1,0.6,8,1,-2.5,8,1,,0,,0,1,ñkìå,8,1,0.7,8,1,210,8,1,8,8,1
1990/2/14,0,8,1,0,8,1,-0.7,8,1,1.0,8,1,-1.9,8,1,,0,,0,1,ñkìå,8,1,0.9,8,1,203,8,1,2,8,1
1990/2/15,3,8,1,1,8,1,-0.1,8,1,1.8,8,1,-1.8,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,199,8,1,13,8,1
1990/2/16,4,8,1,1,8,1,1.6,8,1,3.4,8,1,0.1,8,1,,0,,0,1,ñkñkìå,8,1,0.0,8,1,194,8,1,5,8,1
1990/2/17,2,8,1,1,8,1,2.1,8,1,3.0,8,1,1.6,8,1,,0,,0,1,êºñkêº,8,1,0.0,8,1,190,8,1,3,8,1
1990/2/18,2,8,1,1,8,1,1.6,8,1,4.9,8,1,-3.3,8,1,,0,,0,1,ìÏêº,8,1,2.3,8,1,188,8,1,9,8,1
1990/2/19,0,8,1,0,8,1,2.6,8,1,4.9,8,1,-3.6,8,1,,0,,0,1,ìÏìÏêº,8,1,0.3,8,1,184,8,1,6,8,1
1990/2/20,14,8,1,3,8,1,4.8,8,1,8.0,8,1,2.0,8,1,,0,,0,1,êºìÏêº,8,1,0.0,8,1,180,8,1,5,8,1
1990/2/21,5,8,1,1,8,1,4.5,8,1,6.1,8,1,3.1,8,1,,0,,0,1,êºñkêº,8,1,3.8,8,1,172,8,1,4,8,1
1990/2/22,0,8,1,0,8,1,2.1,8,1,5.3,8,1,-1.3,8,1,,0,,0,1,ñkñkìå,8,1,7.0,8,1,164,8,1,6,8,1
1990/2/23,2,8,1,1,8,1,2.2,8,1,5.3,8,1,-1.3,8,1,,0,,0,1,ñkñkìå,8,1,2.2,8,1,158,8,1,4,8,1
1990/2/24,7,8,1,2,8,1,3.6,8,1,6.4,8,1,1.2,8,1,,0,,0,1,ñkêº,8,1,0.0,8,1,155,8,1,4,8,1
1990/2/25,4,8,1,1,8,1,2.7,8,1,4.7,8,1,1.1,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,150,8,1,5,8,1
1990/2/26,1,8,1,1,8,1,2.6,8,1,5.2,8,1,0.4,8,1,,0,,0,1,ìåñkìå,8,1,0.0,8,1,149,8,1,4,8,1
1990/2/27,1,8,1,1,8,1,0.1,8,1,1.4,8,1,-1.6,8,1,,0,,0,1,êº,8,1,0.0,8,1,147,8,1,2,8,1
1990/2/28,0,8,1,0,8,1,-1.4,8,1,1.9,8,1,-6.0,8,1,,0,,0,1,êºñkêº,8,1,6.4,8,1,146,8,1,4,8,1
1990/3/1,0,8,1,0,8,1,-0.8,8,1,6.3,8,1,-7.6,8,1,,0,,0,1,ñkìå,8,1,8.4,8,1,146,8,1,4,8,1
1990/3/2,0,8,1,0,8,1,1.5,8,1,3.0,8,1,-0.5,8,1,,0,,0,1,ìåñkìå,8,1,0.0,8,1,144,8,1,4,8,1
1990/3/3,0,8,1,0,8,1,2.1,8,1,4.2,8,1,0.7,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,142,8,1,1,8,1
1990/3/4,8,5,1,2,4,1,2.6,5,1,4.3,4,1,0.7,4,1,,0,,0,1,ñkêº,5,1,0.1,8,1,139,8,1,3,8,1
1990/3/5,12,8,1,3,8,1,0.6,8,1,2.8,8,1,-0.9,8,1,,0,,0,1,ìåìÏìå,8,1,0.0,8,1,145,8,1,11,8,1
1990/3/6,5,8,1,2,8,1,0.7,8,1,3.8,8,1,-3.5,8,1,,0,,0,1,ìåìÏìå,8,1,4.1,8,1,150,8,1,12,8,1
1990/3/7,2,8,1,1,8,1,0.7,8,1,6.3,8,1,-4.3,8,1,,0,,0,1,ñkñkêº,8,1,2.5,8,1,143,8,1,8,8,1
1990/3/8,7,8,1,1,8,1,-0.9,8,1,1.5,8,1,-2.4,8,1,,0,,0,1,êºìÏêº,8,1,0.5,8,1,154,8,1,14,8,1
1990/3/9,0,8,1,0,8,1,3.2,8,1,5.5,8,1,-0.5,8,1,,0,,0,1,êºñkêº,8,1,7.2,8,1,154,8,1,4,8,1
1990/3/10,0,8,1,0,8,1,4.4,8,1,8.2,8,1,-1.5,8,1,,0,,0,1,êºñkêº,8,1,5.3,8,1,141,8,1,3,8,1
1990/3/11,0,8,1,0,8,1,5.3,8,1,9.4,8,1,1.6,8,1,,0,,0,1,ñkñkìå,8,1,9.1,8,1,135,8,1,3,8,1
1990/3/12,31,8,1,8,8,1,4.1,8,1,9.4,8,1,-0.8,8,1,,0,,0,1,êº,8,1,0.1,8,1,137,8,1,14,8,1
1990/3/13,7,8,1,2,8,1,-1.1,8,1,-0.2,8,1,-2.3,8,1,,0,,0,1,êº,8,1,0.0,8,1,144,8,1,14,8,1
1990/3/14,0,8,1,0,8,1,1.6,8,1,5.3,8,1,-2.4,8,1,,0,,0,1,ñkìå,8,1,6.9,8,1,144,8,1,3,8,1
1990/3/15,24,8,1,5,8,1,2.7,8,1,6.5,8,1,0.1,8,1,,0,,0,1,êº,8,1,0.1,8,1,134,8,1,3,8,1
1990/3/16,10,8,1,3,8,1,2.5,8,1,3.6,8,1,1.6,8,1,,0,,0,1,êºñkêº,8,1,0.2,8,1,132,8,1,4,8,1
1990/3/17,0,8,1,0,8,1,2.4,8,1,4.1,8,1,0.4,8,1,,0,,0,1,ìÏìÏêº,8,1,0.6,8,1,130,8,1,1,8,1
1990/3/18,0,8,1,0,8,1,1.9,8,1,6.3,8,1,-3.8,8,1,,0,,0,1,ñkìå,8,1,6.6,8,1,129,8,1,2,8,1
1990/3/19,0,8,1,0,8,1,3.6,8,1,5.4,8,1,0.6,8,1,,0,,0,1,êºìÏêº,8,1,5.3,8,1,127,8,1,5,8,1
1990/3/20,3,8,1,1,8,1,5.9,8,1,8.1,8,1,2.3,8,1,,0,,0,1,êºñkêº,8,1,7.4,8,1,122,8,1,2,8,1
1990/3/21,1,8,1,1,8,1,2.4,8,1,3.3,8,1,0.7,8,1,,0,,0,1,êºìÏêº,8,1,1.2,8,1,113,8,1,4,8,1
1990/3/22,0,8,1,0,8,1,1.3,8,1,6.9,8,1,-4.2,8,1,,0,,0,1,ñkêº,8,1,9.4,8,1,113,8,1,2,8,1
1990/3/23,0,8,1,0,8,1,1.7,8,1,7.6,8,1,-4.9,8,1,,0,,0,1,êº,8,1,1.9,8,1,108,8,1,3,8,1
1990/3/24,12,8,1,2,8,1,2.9,8,1,4.7,8,1,0.7,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,106,8,1,6,8,1
1990/3/25,14,8,1,2,8,1,-0.3,8,1,2.0,8,1,-2.4,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,120,8,1,23,8,1
1990/3/26,8,8,1,3,8,1,-1.5,8,1,0.3,8,1,-4.5,8,1,,0,,0,1,êºìÏêº,8,1,1.0,8,1,137,8,1,25,8,1
1990/3/27,0,8,1,0,8,1,0.0,8,1,5.8,8,1,-6.8,8,1,,0,,0,1,êºñkêº,8,1,7.7,8,1,128,8,1,2,8,1
1990/3/28,0,8,1,0,8,1,3.8,8,1,10.1,8,1,-3.2,8,1,,0,,0,1,ñkñkêº,8,1,9.1,8,1,113,8,1,3,8,1
1990/3/29,0,8,1,0,8,1,4.3,8,1,9.6,8,1,-0.7,8,1,,0,,0,1,ìåñkìå,8,1,9.0,8,1,109,8,1,5,8,1
1990/3/30,0,8,1,0,8,1,3.9,8,1,12.0,8,1,-2.1,8,1,,0,,0,1,ìåñkìå,8,1,10.0,8,1,104,8,1,5,8,1
1990/3/31,8,8,1,3,8,1,3.9,8,1,9.5,8,1,-1.0,8,1,,0,,0,1,ìÏêº,8,1,0.1,8,1,99,8,1,2,8,1
1990/4/1,2,8,1,1,8,1,5.9,8,1,12.3,8,1,0.9,8,1,,0,,0,1,êº,8,1,6.8,8,1,95,8,1,3,8,1
1990/4/2,0,8,1,0,8,1,5.7,8,1,12.4,8,1,-0.2,8,1,,0,,0,1,ñkêº,8,1,9.0,8,1,87,8,1,5,8,1
1990/4/3,0,8,1,0,8,1,6.6,8,1,17.4,8,1,-2.3,8,1,,0,,0,1,êºìÏêº,8,1,9.3,8,1,79,8,1,7,8,1
1990/4/4,2,8,1,1,8,1,6.6,8,1,13.4,8,1,2.4,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,72,8,1,7,8,1
1990/4/5,6,8,1,1,8,1,1.6,8,1,2.7,8,1,-0.6,8,1,,0,,0,1,êºìÏêº,8,1,0.7,8,1,71,8,1,10,8,1
1990/4/6,8,8,1,5,8,1,3.9,8,1,6.2,8,1,0.7,8,1,,0,,0,1,êºìÏêº,8,1,3.6,8,1,81,8,1,17,8,1
1990/4/7,0,8,1,0,8,1,5.4,8,1,13.2,8,1,-1.8,8,1,,0,,0,1,êºìÏêº,8,1,3.5,8,1,72,8,1,3,8,1
1990/4/8,9,8,1,2,8,1,7.9,8,1,12.6,8,1,5.0,8,1,,0,,0,1,êºìÏêº,8,1,0.6,8,1,68,8,1,2,8,1
1990/4/9,0,8,1,0,8,1,9.6,8,1,11.7,8,1,6.9,8,1,,0,,0,1,êº,8,1,11.5,8,1,59,8,1,1,8,1
1990/4/10,0,8,1,0,8,1,10.1,8,1,14.4,8,1,1.7,8,1,,0,,0,1,êº,8,1,10.4,8,1,48,8,1,4,8,1
1990/4/11,0,8,1,0,8,1,8.9,8,1,19.4,8,1,0.3,8,1,,0,,0,1,ìÏìå,8,1,11.5,8,1,38,8,1,4,8,1
1990/4/12,0,8,1,0,8,1,11.7,8,1,20.8,8,1,4.1,8,1,,0,,0,1,ìåñkìå,8,1,11.0,8,1,31,8,1,4,8,1
1990/4/13,19,8,1,3,8,1,7.3,8,1,11.7,8,1,5.0,8,1,,0,,0,1,ìÏêº,8,1,0.0,8,1,23,8,1,5,8,1
1990/4/14,4,8,1,1,8,1,6.2,8,1,8.1,8,1,4.8,8,1,,0,,0,1,êºìÏêº,8,1,0.0,8,1,19,8,1,6,8,1
1990/4/15,4,8,1,1,8,1,6.8,8,1,9.9,8,1,2.7,8,1,,0,,0,1,ñkìå,8,1,0.2,8,1,15,8,1,3,8,1
1990/4/16,3,8,1,1,8,1,2.8,8,1,4.3,8,1,1.1,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,11,8,1,3,8,1
1990/4/17,2,8,1,1,8,1,3.1,8,1,5.2,8,1,0.6,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,8,8,1,5,8,1
1990/4/18,1,8,1,1,8,1,4.0,8,1,6.7,8,1,2.1,8,1,,0,,0,1,ñk,8,1,0.7,8,1,4,8,1,2,8,1
1990/4/19,2,8,1,1,8,1,3.8,8,1,8.3,8,1,-1.6,8,1,,0,,0,1,ñkìå,8,1,7.1,8,1,0,8,1,0,8,1
1990/4/20,0,8,1,0,8,1,5.7,8,1,14.9,8,1,-2.7,8,1,,0,,0,1,ìåñkìå,8,1,10.5,8,1,0,8,1,0,8,1
1990/4/21,6,8,1,2,8,1,6.1,8,1,9.7,8,1,2.2,8,1,,0,,0,1,êºìÏêº,8,1,0.0,8,1,0,8,1,0,8,1
1990/4/22,6,8,1,3,8,1,10.6,8,1,15.3,8,1,3.7,8,1,,0,,0,1,ìå,8,1,2.0,8,1,0,8,1,0,8,1
1990/4/23,20,8,1,6,8,1,9.9,8,1,13.1,8,1,7.5,8,1,,0,,0,1,êº,8,1,0.1,8,1,0,8,1,0,8,1
1990/4/24,14,8,1,3,8,1,6.3,8,1,7.6,8,1,4.9,8,1,,0,,0,1,êºñkêº,8,1,1.2,8,1,0,8,1,0,8,1
1990/4/25,1,8,1,1,8,1,8.3,8,1,14.9,8,1,2.2,8,1,,0,,0,1,êºìÏêº,8,1,10.6,8,1,0,8,1,0,8,1
1990/4/26,0,8,1,0,8,1,11.9,8,1,19.6,8,1,2.4,8,1,,0,,0,1,ìÏ,8,1,7.7,8,1,0,8,1,0,8,1
1990/4/27,0,8,1,0,8,1,10.7,8,1,18.3,8,1,3.7,8,1,,0,,0,1,ñkìå,8,1,10.8,8,1,0,8,1,0,8,1
1990/4/28,0,8,1,0,8,1,14.8,8,1,21.6,8,1,7.2,8,1,,0,,0,1,ìÏêº,8,1,5.0,8,1,0,8,1,0,8,1
1990/4/29,17,8,1,4,8,1,8.6,8,1,10.4,8,1,6.9,8,1,,0,,0,1,êºìÏêº,8,1,0.0,8,1,0,8,1,0,8,1
1990/4/30,2,8,1,2,8,1,7.7,8,1,9.9,8,1,4.6,8,1,,0,,0,1,êºìÏêº,8,1,6.3,8,1,0,8,1,0,8,1
1990/5/1,2,8,1,1,8,1,8.3,8,1,11.7,8,1,5.0,8,1,,0,,0,1,êº,8,1,7.3,8,1,0,4,1,0,4,1
1990/5/2,0,8,1,0,8,1,8.4,8,1,11.7,8,1,5.4,8,1,,0,,0,1,ñkñkêº,8,1,0.4,8,1,,0,1,,0,1
1990/5/3,0,8,1,0,8,1,9.6,8,1,16.3,8,1,4.2,8,1,,0,,0,1,ìåñkìå,8,1,6.1,8,1,,0,1,,0,1
1990/5/4,6,8,1,2,8,1,12.1,8,1,15.1,8,1,8.5,8,1,,0,,0,1,ìÏêº,8,1,0.0,8,1,,0,1,,0,1
1990/5/5,6,8,1,1,8,1,10.4,8,1,11.4,8,1,7.0,8,1,,0,,0,1,êº,8,1,0.0,8,1,,0,1,,0,1
1990/5/6,0,8,1,0,8,1,11.4,8,1,18.5,8,1,4.9,8,1,,0,,0,1,ñkìå,8,1,11.7,8,1,,0,1,,0,1
1990/5/7,0,8,1,0,8,1,12.8,8,1,22.0,8,1,2.7,8,1,,0,,0,1,ñkìå,8,1,7.2,8,1,,0,1,,0,1
1990/5/8,3,8,1,1,8,1,13.6,8,1,19.0,8,1,10.4,8,1,,0,,0,1,ñkìå,8,1,0.8,8,1,,0,1,,0,1
1990/5/9,0,8,1,0,8,1,14.0,5,1,18.4,4,1,8.9,4,1,,0,,0,1,ñkêº,5,1,2.2,4,1,,0,1,,0,1
1990/5/10,0,8,1,0,8,1,14.9,8,1,24.7,8,1,6.1,8,1,,0,,0,1,ìå,8,1,11.1,8,1,,0,1,,0,1
1990/5/11,0,8,1,0,8,1,17.6,8,1,25.6,8,1,8.8,8,1,,0,,0,1,ñkñkêº,8,1,5.6,8,1,,0,1,,0,1
1990/5/12,0,8,1,0,8,1,16.8,8,1,22.9,8,1,11.2,8,1,,0,,0,1,êºìÏêº,8,1,2.0,8,1,,0,1,,0,1
1990/5/13,0,8,1,0,8,1,17.0,8,1,26.4,8,1,8.9,8,1,,0,,0,1,ìåñkìå,8,1,11.0,8,1,,0,1,,0,1
1990/5/14,4,8,1,2,8,1,16.0,8,1,22.0,8,1,10.5,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,,0,1,,0,1
1990/5/15,5,8,1,1,8,1,10.8,8,1,13.3,8,1,8.3,8,1,,0,,0,1,êºìÏêº,8,1,0.8,8,1,,0,1,,0,1
1990/5/16,0,8,1,0,8,1,9.5,8,1,11.9,8,1,7.4,8,1,,0,,0,1,êº,8,1,4.3,8,1,,0,1,,0,1
1990/5/17,0,8,1,0,8,1,12.7,8,1,17.9,8,1,4.5,8,1,,0,,0,1,ñk,8,1,11.8,8,1,,0,1,,0,1
1990/5/18,0,8,1,0,8,1,11.9,8,1,18.1,8,1,3.0,8,1,,0,,0,1,ñkìå,8,1,0.0,8,1,,0,1,,0,1
1990/5/19,6,8,1,2,8,1,13.7,8,1,15.8,8,1,11.7,8,1,,0,,0,1,ìå,8,1,0.0,8,1,,0,1,,0,1
1990/5/20,0,8,1,0,8,1,15.2,8,1,20.8,8,1,11.4,8,1,,0,,0,1,ñkìå,8,1,7.3,8,1,,0,1,,0,1
1990/5/21,0,8,1,0,8,1,13.5,8,1,19.4,8,1,6.2,8,1,,0,,0,1,ñk,8,1,1.1,8,1,,0,1,,0,1
1990/5/22,14,8,1,3,8,1,10.5,8,1,13.4,8,1,6.7,8,1,,0,,0,1,ñkêº,8,1,0.0,8,1,,0,1,,0,1
1990/5/23,25,8,1,4,8,1,9.3,8,1,11.6,8,1,7.4,8,1,,0,,0,1,ñkêº,8,1,0.0,8,1,,0,1,,0,1
1990/5/24,3,8,1,1,8,1,8.4,8,1,11.0,8,1,6.9,8,1,,0,,0,1,êº,8,1,2.6,8,1,,0,1,,0,1
1990/5/25,0,8,1,0,8,1,9.4,8,1,15.4,8,1,3.1,8,1,,0,,0,1,ñk,8,1,11.0,8,1,,0,1,,0,1
1990/5/26,0,8,1,0,8,1,11.5,8,1,20.0,8,1,2.5,8,1,,0,,0,1,ñkìå,8,1,11.5,8,1,,0,1,,0,1
1990/5/27,0,8,1,0,8,1,13.8,8,1,23.5,8,1,3.8,8,1,,0,,0,1,ñkìå,8,1,12.2,8,1,,0,1,,0,1
1990/5/28,2,8,1,2,8,1,16.5,8,1,24.4,8,1,6.9,8,1,,0,,0,1,ñkìå,8,1,8.9,8,1,,0,1,,0,1
1990/5/29,3,8,1,2,8,1,18.7,4,1,23.6,4,1,11.1,4,1,,0,,0,1,ñkñkêº,4,1,7.6,8,1,,0,1,,0,1
1990/5/30,0,8,1,0,8,1,18.7,4,1,23.7,4,1,12.5,4,1,,0,,0,1,ñkñkêº,5,1,6.7,8,1,,0,1,,0,1
1990/5/31,0,8,1,0,8,1,17.5,8,1,23.4,8,1,12.6,8,1,,0,,0,1,ìåìÏìå,8,1,0.1,8,1,,0,1,,0,1
1990/6/1,3,8,1,1,8,1,15.6,8,1,19.8,8,1,11.7,8,1,,0,,0,1,ìåñkìå,8,1,0.0,8,1,,0,1,,0,1
